State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Tamil Nadu,Lucknow,Uttar Pradesh,Hindu,OBC,Graduate,Teacher,0.6037400760615945,Below Poverty Line
Himachal Pradesh,Agartala,Odisha,Hindu,SC,Secondary,Daily Wage Worker,4.606760743162523,Middle Class
Bihar,Bihar Sharif,Mizoram,Hindu,OBC,Higher Secondary,IT Professional,-0.8491569611731453,Middle Class
Kerala,Patiala,Sikkim,Hindu,OBC,Primary,Engineer,14.982411785827523,Below Poverty Line
Haryana,Tezpur,Karnataka,Hindu,OBC,Higher Secondary,Daily Wage Worker,6.56146223632263,Lower Middle Class
Sikkim,Buxar,Tamil Nadu,Hindu,General,Graduate,Doctor,-13.800255729242082,Lower Middle Class
Punjab,Parbhani,West Bengal,Christian,General,Graduate,Businessman,3.053404529545409,Middle Class
Goa,Panchkula,Uttar Pradesh,Hindu,General,Graduate,IT Professional,4.8260888578229455,Rich
Karnataka,Mumbai,Manipur,Hindu,General,Higher Secondary,Engineer,6.806057994056414,Lower Middle Class
Himachal Pradesh,Maheshtala,Punjab,Hindu,ST,Doctorate,Daily Wage Worker,8.555269389107663,Middle Class
Punjab,Akola,Tripura,Hindu,General,Higher Secondary,Teacher,21.102954066651872,Below Poverty Line
Telangana,Hosur,Karnataka,Hindu,General,Primary,Farmer,-4.2438401255222935,Below Poverty Line
Nagaland,Shahjahanpur,Karnataka,Hindu,SC,Secondary,Daily Wage Worker,-0.7481539733335514,Lower Middle Class
Chhattisgarh,Kharagpur,Tripura,Hindu,OBC,Higher Secondary,Businessman,10.121434180155386,Rich
Karnataka,Morbi,Manipur,Hindu,OBC,Secondary,Engineer,-3.2206248215233604,Below Poverty Line
Goa,Nizamabad,Assam,Hindu,OBC,Secondary,Daily Wage Worker,4.887541625303991,Upper Middle Class
Mizoram,Gurgaon,Nagaland,Hindu,OBC,Secondary,Engineer,-8.369802610975475,Middle Class
Bihar,Kozhikode,Mizoram,Hindu,General,Higher Secondary,Engineer,10.319153990548278,Lower Middle Class
Manipur,Ahmedabad,Bihar,Hindu,General,Post Graduate,Farmer,6.290941406874465,Lower Middle Class
Goa,Tadepalligudem,Assam,Hindu,OBC,Secondary,Doctor,6.130311752579361,Upper Middle Class
Uttarakhand,Ichalkaranji,Chhattisgarh,Hindu,General,Higher Secondary,Farmer,26.27019586122033,Upper Middle Class
Haryana,Amaravati,Nagaland,Hindu,OBC,Graduate,Farmer,6.867422043673397,Below Poverty Line
Maharashtra,Katni,Tamil Nadu,Hindu,General,Secondary,Farmer,-5.026422288401834,Lower Middle Class
Manipur,Serampore,Haryana,Hindu,OBC,Graduate,Businessman,6.106474939809281,Upper Middle Class
Goa,Jalandhar,Himachal Pradesh,Muslim,OBC,Post Graduate,Farmer,4.522555478770795,Lower Middle Class
Manipur,Unnao,Maharashtra,Hindu,OBC,Higher Secondary,Engineer,-3.5239330648649787,Upper Middle Class
Tripura,Ambarnath,Mizoram,Hindu,General,Graduate,Businessman,-5.575819937265534,Rich
Uttarakhand,Ajmer,Odisha,Muslim,OBC,Higher Secondary,Teacher,-19.1699681345348,Upper Middle Class
Bihar,Dharmavaram,Himachal Pradesh,Hindu,OBC,Graduate,Engineer,21.923979328403405,Lower Middle Class
Maharashtra,Ichalkaranji,Telangana,Muslim,General,Secondary,Businessman,6.177515596364814,Below Poverty Line
Punjab,Danapur,Mizoram,Christian,OBC,Secondary,IT Professional,18.081133552397837,Middle Class
Arunachal Pradesh,Pondicherry,Tripura,Muslim,OBC,Higher Secondary,Daily Wage Worker,4.322353197531449,Lower Middle Class
Bihar,Patna,Manipur,Jain,OBC,Graduate,Farmer,5.7887500540170045,Middle Class
Goa,Hajipur,Haryana,Hindu,General,Primary,Farmer,-10.549030580533753,Lower Middle Class
Tripura,Kozhikode,Uttar Pradesh,Hindu,General,Post Graduate,Businessman,1.1169881248919653,Rich
Arunachal Pradesh,Machilipatnam,Goa,Hindu,General,Graduate,Engineer,3.9453093162656696,Below Poverty Line
Haryana,Silchar,Meghalaya,Hindu,General,Higher Secondary,Farmer,38.133045818730686,Lower Middle Class
Andhra Pradesh,Avadi,Manipur,Hindu,OBC,Higher Secondary,Farmer,-5.89290314226743,Middle Class
Rajasthan,Hazaribagh,Meghalaya,Hindu,OBC,Secondary,Daily Wage Worker,-5.207633926141982,Middle Class
Goa,Khammam,Tamil Nadu,Hindu,OBC,Primary,Businessman,4.84393295793645,Lower Middle Class
Arunachal Pradesh,Kottayam,Uttar Pradesh,Hindu,General,Secondary,Daily Wage Worker,-12.703021707566748,Rich
Karnataka,Shimla,Haryana,Hindu,SC,Primary,Farmer,39.392490173002656,Lower Middle Class
Chhattisgarh,Nangloi Jat,Uttar Pradesh,Hindu,General,Primary,IT Professional,-2.704666038299912,Below Poverty Line
Maharashtra,Visakhapatnam,Nagaland,Muslim,OBC,Secondary,Farmer,-7.616400924362935,Lower Middle Class
Assam,Haridwar,Uttarakhand,Hindu,OBC,Higher Secondary,Daily Wage Worker,4.088895205596613,Lower Middle Class
Madhya Pradesh,Amroha,Punjab,Hindu,SC,Graduate,Engineer,10.26526858935033,Upper Middle Class
Gujarat,Saharsa,Goa,Hindu,OBC,Graduate,IT Professional,12.697625957400966,Middle Class
Uttarakhand,North Dumdum,Mizoram,Muslim,SC,Graduate,Businessman,-8.155905422286656,Middle Class
West Bengal,Giridih,Chhattisgarh,Hindu,OBC,Post Graduate,Daily Wage Worker,6.330246505386544,Upper Middle Class
Chhattisgarh,Chandigarh,Goa,Muslim,General,Higher Secondary,Daily Wage Worker,-0.27342970958171886,Lower Middle Class
Madhya Pradesh,Jamalpur,Himachal Pradesh,Hindu,OBC,Secondary,Daily Wage Worker,-7.723185208690772,Upper Middle Class
Rajasthan,Thane,Punjab,Hindu,General,Graduate,Engineer,9.537289716138954,Middle Class
Gujarat,Raichur,Madhya Pradesh,Hindu,SC,Doctorate,Daily Wage Worker,6.13986477756605,Lower Middle Class
Bihar,Kamarhati,Nagaland,Hindu,General,Graduate,Businessman,-3.5308717342666327,Middle Class
Maharashtra,Guwahati,Telangana,Hindu,OBC,Post Graduate,IT Professional,-20.387840944028436,Below Poverty Line
Jharkhand,Surat,Odisha,Hindu,General,Higher Secondary,Farmer,25.885804303940173,Below Poverty Line
Uttarakhand,Guntur,Sikkim,Hindu,OBC,Secondary,Daily Wage Worker,-1.1673541681744979,Below Poverty Line
Rajasthan,Katni,Telangana,Hindu,OBC,Graduate,Businessman,-7.252594394589824,Middle Class
Uttarakhand,Tezpur,Chhattisgarh,Hindu,OBC,Primary,IT Professional,-5.557846095351278,Lower Middle Class
Gujarat,Hazaribagh,Madhya Pradesh,Hindu,ST,Higher Secondary,Teacher,11.76802935001513,Upper Middle Class
West Bengal,Cuttack,Assam,Christian,General,Secondary,Teacher,5.333838438678493,Middle Class
Haryana,Raipur,Assam,Hindu,OBC,Graduate,Farmer,2.649183419832398,Upper Middle Class
Meghalaya,Siwan,Rajasthan,Hindu,General,Primary,IT Professional,4.725069600607686,Middle Class
Tamil Nadu,Hubli–Dharwad,Tamil Nadu,Hindu,OBC,Higher Secondary,Daily Wage Worker,18.257158445731193,Lower Middle Class
Punjab,Meerut,Telangana,Hindu,SC,Secondary,Daily Wage Worker,2.630506274170726,Middle Class
Tripura,Guntakal,Uttarakhand,Hindu,General,Graduate,Farmer,-3.390934799395101,Below Poverty Line
Tamil Nadu,Narasaraopet,Manipur,Hindu,General,Higher Secondary,Teacher,-0.7844294428837415,Below Poverty Line
Mizoram,Ludhiana,Nagaland,Hindu,SC,Higher Secondary,Farmer,15.394832764864136,Upper Middle Class
Telangana,Dehradun,Maharashtra,Hindu,OBC,Graduate,IT Professional,21.385471019741168,Lower Middle Class
Himachal Pradesh,Gulbarga,Goa,Hindu,General,Graduate,Businessman,-3.475580582597928,Below Poverty Line
Odisha,Tiruppur,Goa,Hindu,General,Secondary,Daily Wage Worker,-22.85903691254112,Upper Middle Class
Manipur,Phusro,Sikkim,Hindu,General,Higher Secondary,Doctor,11.806605373490811,Middle Class
Bihar,Guntur,Odisha,Hindu,OBC,Higher Secondary,Daily Wage Worker,18.372959469479277,Below Poverty Line
Bihar,Motihari,Madhya Pradesh,Christian,OBC,Secondary,Teacher,3.635331369174184,Middle Class
Assam,Bhavnagar,Jharkhand,Hindu,OBC,Graduate,Businessman,2.163338634112649,Below Poverty Line
Uttarakhand,Malegaon,Rajasthan,Jain,OBC,Primary,Businessman,8.48799335538458,Upper Middle Class
Rajasthan,Nagaon,Uttar Pradesh,Hindu,SC,Graduate,Businessman,4.885685012232681,Lower Middle Class
Nagaland,Durg,Uttar Pradesh,Hindu,OBC,Primary,Daily Wage Worker,3.094266818399578,Upper Middle Class
West Bengal,Bardhaman,Uttarakhand,Hindu,General,Primary,Businessman,10.29463035425662,Upper Middle Class
Telangana,Sultan Pur Majra,Arunachal Pradesh,Hindu,General,Secondary,Businessman,8.306204633552182,Lower Middle Class
Tripura,Jaunpur,Bihar,Hindu,OBC,Post Graduate,IT Professional,-1.0279998431730766,Lower Middle Class
Odisha,Erode,Kerala,Hindu,ST,Post Graduate,Farmer,-10.415431223489087,Lower Middle Class
Karnataka,Sultan Pur Majra,Jharkhand,Hindu,SC,Graduate,Businessman,18.193533696239665,Upper Middle Class
Rajasthan,Jabalpur,Sikkim,Hindu,SC,Secondary,IT Professional,-6.088948647594165,Upper Middle Class
Kerala,South Dumdum,Punjab,Hindu,OBC,Secondary,Businessman,18.096733405018966,Below Poverty Line
Kerala,Pudukkottai,Jharkhand,Hindu,OBC,Secondary,Teacher,9.445273098182046,Middle Class
Assam,Vadodara,Odisha,Hindu,SC,Graduate,IT Professional,7.993515862225746,Middle Class
Manipur,Jaipur,Goa,Hindu,SC,Secondary,Businessman,-3.066723071548701,Upper Middle Class
Manipur,Kavali,Jharkhand,Christian,SC,Higher Secondary,Engineer,-11.504122438362892,Lower Middle Class
Haryana,Cuttack,Assam,Muslim,OBC,Higher Secondary,Businessman,15.389456060296657,Rich
West Bengal,Anantapur,Uttar Pradesh,Hindu,OBC,Primary,Daily Wage Worker,-6.5038313211905585,Lower Middle Class
Rajasthan,Nanded,Karnataka,Hindu,General,Post Graduate,IT Professional,15.340484317384458,Upper Middle Class
Punjab,Maheshtala,Punjab,Hindu,OBC,Graduate,Farmer,7.087935263334595,Lower Middle Class
Odisha,Kalyan-Dombivli,Gujarat,Hindu,SC,Graduate,Businessman,-26.685751672865234,Lower Middle Class
Nagaland,Dindigul,Uttar Pradesh,Muslim,OBC,Graduate,Farmer,-8.21094781764633,Lower Middle Class
Bihar,Yamunanagar,West Bengal,Hindu,General,Primary,Businessman,39.58827311184183,Below Poverty Line
Nagaland,Raiganj,Jharkhand,Hindu,OBC,Secondary,Daily Wage Worker,14.530629607027638,Lower Middle Class
Chhattisgarh,Junagadh,Himachal Pradesh,Hindu,SC,Higher Secondary,Daily Wage Worker,13.257312788293742,Lower Middle Class
Bihar,Bhimavaram,Maharashtra,Hindu,General,Primary,Businessman,-12.005791558754847,Middle Class
Gujarat,Adoni,Chhattisgarh,Hindu,OBC,Doctorate,Farmer,6.214552309946243,Below Poverty Line
Madhya Pradesh,Shimla,Meghalaya,Hindu,OBC,Graduate,Daily Wage Worker,-2.93814856630647,Lower Middle Class
Uttarakhand,Imphal,Odisha,Hindu,OBC,Primary,Businessman,9.067558258766931,Lower Middle Class
Uttar Pradesh,Jalandhar,Punjab,Muslim,General,Higher Secondary,Teacher,2.1182693875247587,Middle Class
Bihar,Singrauli,West Bengal,Hindu,SC,Higher Secondary,Teacher,9.665500358743227,Below Poverty Line
Jharkhand,Ambala,Chhattisgarh,Hindu,SC,Secondary,Engineer,-27.186011622630232,Lower Middle Class
Karnataka,Bathinda,Jharkhand,Hindu,OBC,Higher Secondary,Businessman,3.261738026611342,Lower Middle Class
Gujarat,Shahjahanpur,Odisha,Hindu,General,Higher Secondary,IT Professional,2.2669771649453354,Middle Class
Sikkim,Hindupur,Maharashtra,Hindu,OBC,Graduate,Engineer,4.2770582739069525,Upper Middle Class
Chhattisgarh,Jammu,Punjab,Hindu,General,Graduate,Daily Wage Worker,12.631041163848337,Upper Middle Class
Kerala,Madhyamgram,Madhya Pradesh,Hindu,OBC,Higher Secondary,Daily Wage Worker,13.177404814412965,Middle Class
Sikkim,Arrah,Tripura,Hindu,OBC,Secondary,IT Professional,9.539039552582608,Middle Class
Mizoram,Eluru,Gujarat,Hindu,General,Primary,Daily Wage Worker,9.485819506107445,Below Poverty Line
Chhattisgarh,Nadiad,Gujarat,Hindu,General,Secondary,Farmer,11.176739050318908,Lower Middle Class
Kerala,Muzaffarpur,Gujarat,Hindu,OBC,Higher Secondary,Engineer,6.703072200901792,Below Poverty Line
Punjab,Katihar,Arunachal Pradesh,Hindu,OBC,Secondary,Daily Wage Worker,-50.160833302337714,Lower Middle Class
Jharkhand,Yamunanagar,Madhya Pradesh,Hindu,OBC,Post Graduate,IT Professional,10.991171839371967,Below Poverty Line
West Bengal,Bathinda,Meghalaya,Hindu,OBC,Secondary,Engineer,21.571887256801467,Lower Middle Class
Punjab,Mangalore,Punjab,Hindu,General,Higher Secondary,Doctor,13.588727498811956,Lower Middle Class
Telangana,Raurkela Industrial Township,Andhra Pradesh,Hindu,OBC,Graduate,Teacher,-8.894573714959547,Upper Middle Class
Rajasthan,Burhanpur,Haryana,Hindu,SC,Post Graduate,Businessman,0.4935956638372021,Below Poverty Line
Maharashtra,Proddatur,Kerala,Hindu,General,Secondary,Farmer,-3.1867581049861506,Upper Middle Class
Manipur,Latur,Karnataka,Hindu,SC,Post Graduate,Teacher,-12.426150954591979,Lower Middle Class
Bihar,Malegaon,Nagaland,Hindu,General,Primary,Engineer,-4.450106305987145,Below Poverty Line
Kerala,Dehradun,Odisha,Hindu,General,Primary,IT Professional,-5.669475910487755,Upper Middle Class
Chhattisgarh,Panvel,Karnataka,Hindu,SC,Doctorate,Doctor,31.244967100057803,Middle Class
Goa,Aizawl,West Bengal,Hindu,OBC,Post Graduate,Businessman,3.068236232927667,Rich
Nagaland,Bongaigaon,Odisha,Hindu,OBC,Higher Secondary,Engineer,7.2671069052442,Lower Middle Class
Andhra Pradesh,Medininagar,Telangana,Hindu,General,Higher Secondary,Businessman,12.395090538436978,Rich
Nagaland,Ambattur,Tripura,Hindu,General,Higher Secondary,Daily Wage Worker,-9.92027192339938,Below Poverty Line
Tamil Nadu,Farrukhabad,Kerala,Christian,OBC,Post Graduate,Daily Wage Worker,10.23342680296853,Middle Class
Mizoram,Phagwara,Manipur,Hindu,General,Graduate,Daily Wage Worker,41.6595870598657,Middle Class
Jharkhand,Shivpuri,Manipur,Muslim,OBC,Higher Secondary,Businessman,8.28081488930514,Below Poverty Line
Punjab,Kolhapur,Maharashtra,Hindu,OBC,Higher Secondary,Teacher,9.40128199835262,Upper Middle Class
Tamil Nadu,Nangloi Jat,Telangana,Hindu,ST,Primary,Businessman,2.8005731626471757,Below Poverty Line
Gujarat,Saharsa,Arunachal Pradesh,Hindu,General,Graduate,Daily Wage Worker,11.64721138092679,Middle Class
Sikkim,Karaikudi,Tamil Nadu,Hindu,OBC,Secondary,Daily Wage Worker,3.206618734616776,Middle Class
Uttarakhand,Korba,Karnataka,Hindu,General,Higher Secondary,Daily Wage Worker,-16.642116288789573,Rich
Haryana,Guna,Kerala,Hindu,OBC,Graduate,IT Professional,13.709255946927113,Below Poverty Line
Haryana,New Delhi,Tripura,Hindu,OBC,Secondary,Engineer,17.36625184627571,Upper Middle Class
Chhattisgarh,Uluberia,Bihar,Hindu,General,Graduate,Daily Wage Worker,13.723662783642691,Middle Class
Uttar Pradesh,Imphal,Karnataka,Muslim,OBC,Primary,Daily Wage Worker,-4.829462785242789,Lower Middle Class
Punjab,Cuttack,Arunachal Pradesh,Muslim,SC,Higher Secondary,Farmer,7.8600236910785135,Below Poverty Line
Rajasthan,Ahmednagar,Andhra Pradesh,Muslim,OBC,Higher Secondary,Businessman,19.347628611761742,Below Poverty Line
Nagaland,Bidhannagar,Andhra Pradesh,Hindu,OBC,Doctorate,Businessman,8.481356530864286,Below Poverty Line
Chhattisgarh,Nashik,Telangana,Hindu,ST,Doctorate,Daily Wage Worker,-22.542925057052802,Middle Class
Karnataka,Hapur,Telangana,Hindu,OBC,Secondary,Businessman,21.10342104397982,Middle Class
Chhattisgarh,Chandrapur,Uttarakhand,Hindu,General,Higher Secondary,Businessman,9.025983538320956,Lower Middle Class
Arunachal Pradesh,Kharagpur,Andhra Pradesh,Hindu,OBC,Secondary,IT Professional,40.002123906946345,Upper Middle Class
Chhattisgarh,Naihati,Bihar,Hindu,OBC,Higher Secondary,Businessman,-8.74094273866784,Below Poverty Line
Meghalaya,Hazaribagh,Uttar Pradesh,Hindu,General,Higher Secondary,Farmer,9.97490474420341,Below Poverty Line
Meghalaya,Mangalore,Tamil Nadu,Muslim,SC,Post Graduate,Farmer,10.564818685867836,Rich
Bihar,Jodhpur,Sikkim,Muslim,OBC,Post Graduate,Businessman,18.085097948587343,Below Poverty Line
Assam,Meerut,Assam,Hindu,OBC,Higher Secondary,Businessman,-3.6141155906686944,Upper Middle Class
Maharashtra,Jalna,Karnataka,Hindu,OBC,Secondary,Daily Wage Worker,12.133068311478791,Middle Class
Rajasthan,Nangloi Jat,Arunachal Pradesh,Hindu,General,Higher Secondary,Teacher,36.77698385553283,Middle Class
Tripura,Indore,Tripura,Hindu,General,Higher Secondary,Engineer,7.667980386027191,Lower Middle Class
Tamil Nadu,Mysore,Uttarakhand,Hindu,OBC,Graduate,Teacher,12.13864234540997,Below Poverty Line
Jharkhand,Karaikudi,Chhattisgarh,Hindu,General,Higher Secondary,Teacher,1.319790641293525,Below Poverty Line
Rajasthan,Ramgarh,Andhra Pradesh,Hindu,General,Higher Secondary,Daily Wage Worker,7.566361107839486,Below Poverty Line
Jharkhand,Hazaribagh,Maharashtra,Hindu,General,Graduate,Farmer,18.189870994254587,Below Poverty Line
Maharashtra,Ambarnath,Uttarakhand,Hindu,General,Higher Secondary,IT Professional,3.4218937360637494,Upper Middle Class
Telangana,Sultan Pur Majra,Arunachal Pradesh,Hindu,ST,Doctorate,Teacher,-2.8921245722471633,Below Poverty Line
Jharkhand,Bhavnagar,Uttar Pradesh,Hindu,OBC,Secondary,Farmer,-24.924826366228707,Below Poverty Line
Kerala,Anantapuram,Kerala,Hindu,SC,Higher Secondary,Engineer,-7.723338267586225,Lower Middle Class
Chhattisgarh,Panihati,Tamil Nadu,Muslim,General,Doctorate,Businessman,-20.478151797963868,Upper Middle Class
Rajasthan,Silchar,Uttarakhand,Christian,General,Secondary,IT Professional,6.502672351544082,Below Poverty Line
Arunachal Pradesh,Karaikudi,Uttarakhand,Hindu,OBC,Higher Secondary,IT Professional,11.43090929809754,Lower Middle Class
Uttarakhand,Darbhanga,Meghalaya,Hindu,General,Secondary,Teacher,20.419797207981325,Middle Class
Chhattisgarh,Satna,Punjab,Hindu,OBC,Higher Secondary,Farmer,12.869643583959192,Upper Middle Class
Nagaland,Delhi,Gujarat,Hindu,SC,Post Graduate,Daily Wage Worker,-2.089222068885313,Upper Middle Class
Karnataka,Dehri,Tamil Nadu,Hindu,General,Graduate,Engineer,6.591167256811711,Middle Class
Assam,Agra,Tripura,Hindu,ST,Secondary,Businessman,-1.844463417076124,Lower Middle Class
Andhra Pradesh,Bhatpara,Mizoram,Hindu,OBC,Higher Secondary,Businessman,1.0312516209926246,Middle Class
Odisha,Phagwara,Tripura,Hindu,OBC,Graduate,Engineer,25.398590507721263,Middle Class
Kerala,Durg,Punjab,Muslim,OBC,Higher Secondary,Daily Wage Worker,8.120605002266853,Middle Class
Telangana,Madhyamgram,Rajasthan,Hindu,General,Doctorate,Engineer,10.450722708738697,Upper Middle Class
Madhya Pradesh,Malegaon,Mizoram,Hindu,SC,Primary,Engineer,6.755782433402504,Below Poverty Line
Nagaland,Imphal,Rajasthan,Hindu,SC,Higher Secondary,Businessman,-19.732320634199745,Lower Middle Class
Himachal Pradesh,Raebareli,Punjab,Christian,General,Higher Secondary,Farmer,37.895813160275054,Middle Class
Karnataka,Nadiad,Meghalaya,Hindu,SC,Higher Secondary,Farmer,17.39327617681445,Below Poverty Line
Bihar,Ballia,Himachal Pradesh,Muslim,General,Higher Secondary,Engineer,5.5735789738708945,Upper Middle Class
Assam,Chittoor,Punjab,Hindu,General,Doctorate,Teacher,-1.070305753195235,Lower Middle Class
Madhya Pradesh,Rohtak,Arunachal Pradesh,Hindu,OBC,Secondary,Farmer,1.3692858655497098,Middle Class
Himachal Pradesh,Rajkot,Odisha,Hindu,General,Higher Secondary,IT Professional,27.999935356856657,Lower Middle Class
Karnataka,Cuttack,Mizoram,Hindu,General,Higher Secondary,Businessman,15.40206838477759,Lower Middle Class
Telangana,Davanagere,Goa,Christian,General,Higher Secondary,Farmer,4.978038742544108,Middle Class
Karnataka,Kochi,Andhra Pradesh,Hindu,OBC,Post Graduate,Farmer,-7.07645782396634,Upper Middle Class
Assam,Madhyamgram,Sikkim,Hindu,OBC,Higher Secondary,Teacher,6.3784163429701,Lower Middle Class
Punjab,Jaipur,Tamil Nadu,Hindu,General,Graduate,Businessman,3.768960217470009,Middle Class
Himachal Pradesh,New Delhi,Nagaland,Hindu,OBC,Higher Secondary,Farmer,-2.765279909159843,Upper Middle Class
Karnataka,Munger,Gujarat,Hindu,ST,Higher Secondary,Farmer,2.1563502629382447,Below Poverty Line
Goa,Gurgaon,Maharashtra,Hindu,OBC,Primary,Farmer,10.58753620233927,Lower Middle Class
Chhattisgarh,Anantapur,Uttar Pradesh,Muslim,General,Graduate,Daily Wage Worker,11.850062145109817,Upper Middle Class
Sikkim,Jalna,Tripura,Hindu,General,Graduate,Daily Wage Worker,5.356094137300548,Upper Middle Class
Rajasthan,Gurgaon,West Bengal,Hindu,SC,Primary,Farmer,5.329707233207665,Lower Middle Class
Nagaland,Gulbarga,Telangana,Hindu,OBC,Doctorate,Teacher,13.158492823439733,Below Poverty Line
Goa,Akola,Punjab,Hindu,SC,Secondary,IT Professional,11.842758128549313,Lower Middle Class
Bihar,Saharanpur,Arunachal Pradesh,Hindu,General,Graduate,Daily Wage Worker,8.565758717183579,Lower Middle Class
Mizoram,Satara,Bihar,Hindu,General,Primary,IT Professional,6.830317807777871,Lower Middle Class
Tripura,Dibrugarh,Madhya Pradesh,Hindu,OBC,Doctorate,Daily Wage Worker,-27.892144391315746,Middle Class
